lakeid,sampledate,depth,ca,mg,na,k,cl,so4,cond,ph,alk,dic,temp,bicarbonate,carbonate,alkalinity_calculated,Lake,Lat,Long
MO,2007-10-29,0,32.6,32,25.9,3.38,49.06,19.09,NA,8.27,3058,39.56,14.3,196.83211271023757,1.3164402692257933,3270.515136840568,Lake Monona,43.06337,-89.36086
MO,2007-10-29,4,32.7,32,26.1,3.385,48.265,18.92,NA,8.27,3339,39.91,14.2,198.57159468716452,1.324608342628488,3299.2887207164626,Lake Monona,43.06337,-89.36086
MO,2007-10-29,20,32.8,32,26.2,3.41,48.71,18.97,NA,8.23,3084,40.23,13.7,199.99537529244844,1.2008239890201662,3318.397428823673,Lake Monona,43.06337,-89.36086
MO,2008-03-03,0,33.7,31.25,25.35,3.2,52.515,20.22,NA,8.135000000000002,3522.5,42.900000000000006,0.4,211.4839781499454,0.6810824385672103,3488.8333463413946,Lake Monona,43.06337,-89.36086
MO,2008-03-03,8,35.1,32.1,27.2,3.26,56.56,20.67,NA,8.16,3629,43.91,3.2,217.08455978520183,0.8136570856379034,3585.102778288543,Lake Monona,43.06337,-89.36086
MO,2008-03-03,20,56.6,32.9,144,6.59,87.7,33.74,NA,7.91,4188,62.52,3.6,304.21868202047983,0.649624278351271,5007.564421518973,Lake Monona,43.06337,-89.36086
MO,2008-04-17,0,38.6,31.15,36.25,3.34,67.14500000000001,20.45,NA,8.55,3500.5,40.370000000000005,5.7,201.2319452970151,2.0053686894047633,3365.4950389318174,Lake Monona,43.06337,-89.36086
MO,2008-04-17,8,38.5,31.1,36.2,3.32,67.27,20.5,NA,8.55,3552,40.48,5.5,201.78358332427698,1.9983452583569847,3374.28867437445,Lake Monona,43.06337,-89.36086
MO,2008-04-17,20,37.8,30.7,35.6,3.29,67.29,20.45,NA,8.55,3499,40.67,5.3,202.73389902352167,1.9952059230910217,3389.7458417825983,Lake Monona,43.06337,-89.36086
MO,2008-08-05,0,26.1,28.8,25.6,3.22,50.57,15.94,NA,9.14,2955,28.38,26.1,135.04699501265722,8.774313847810653,2520.8901691105175,Lake Monona,43.06337,-89.36086
MO,2008-08-05,4,24,27.5,24.5,2.97,26.3,7.9,NA,9.13,3045,29.72,25.6,141.70186419529605,8.907716105592383,2633.5038941520233,Lake Monona,43.06337,-89.36086
MO,2008-08-05,6,24.7,27.4,24.4,3,5.42,7.23,NA,8.96,2998,30.92,25.4,150.2549068339478,6.360177979537025,2683.9965402137473,Lake Monona,43.06337,-89.36086
MO,2008-08-05,8,32.9,27.3,25.5,3.02,52.68,15.91,NA,8.3,3363,36.86,22.9,183.5051577272647,1.6131303456499708,3062.913407245945,Lake Monona,43.06337,-89.36086
MO,2008-08-05,12,37.900000000000006,28.85,29.2,3.365,29.2,12.905,NA,7.885,3544,45.260000000000005,18.3,222.0874726407511,0.6764655781909569,3662.747504751993,Lake Monona,43.06337,-89.36086
MO,2008-08-05,16,39.05,29.15,29.75,3.35,28.22,6.58,NA,7.82,3724,48.83,15.9,238.16908444628024,0.5888672610056607,3923.250433590868,Lake Monona,43.06337,-89.36086
MO,2008-08-05,20,39.2,29.2,29.9,3.41,25.78,5.91,NA,7.81,3741,47.63,15.7,232.09571930557007,0.5579620514149526,3822.6720075746616,Lake Monona,43.06337,-89.36086
MO,2008-10-31,0,28.8,27,23.1,2.93,50.535,16.25,NA,8.72,3480,39.99,13.3,198.4389062257027,3.643117725308639,3375.656417682371,Lake Monona,43.06337,-89.36086
MO,2008-10-31,4,30.1,28.1,24.1,3.11,49.56,16.05,NA,8.64,3474,40.25,11.2,200.25340539399605,2.8877245382088783,3379.5862778299174,Lake Monona,43.06337,-89.36086
MO,2008-10-31,20,28.2,26.5,22.8,2.8,50.73,16.28,NA,8.49,3473,40.57,11.4,202.15874875269984,2.075317754950213,3383.3378934698744,Lake Monona,43.06337,-89.36086
MO,2009-02-05,0,37.1,32.8,24.5,3.25,52.61,18.19,NA,8.22,3941,48.47,0.2,239.8836388291531,0.9330777478151266,3962.7022159658254,Lake Monona,43.06337,-89.36086
MO,2009-02-05,8,35.3,31.1,25.6,3.27,55,17.92,NA,8.72,3774,46.28,1,230.55316006829307,2.9150120266557518,3876.3141979790553,Lake Monona,43.06337,-89.36086
MO,2009-02-05,20,58.95,35.7,99,4.755000000000001,152.22500000000002,28.380000000000003,NA,7.61,4667,69.83,3.4,326.9225699002361,0.34761204325369016,5369.510102584556,Lake Monona,43.06337,-89.36086
MO,2009-04-17,0,40.2,31.1,33.3,3.32,62.9,17.4,NA,8.96,3572,5.16,8.8,25.405446643099406,0.7146844172368838,442.5845131230072,Lake Monona,43.06337,-89.36086
MO,2009-04-17,8,39.9,30.9,32.8,3.24,62.44,17.54,NA,8.64,3580,5,6,24.90653089450764,0.30821898717264334,419.3483874426302,Lake Monona,43.06337,-89.36086
MO,2009-04-17,20,39.9,31,33,3.4,62.23,17.37,NA,8.42,3566,5.05,6,25.15960958290592,0.18760743491485543,419.12147969861223,Lake Monona,43.06337,-89.36086
MO,2009-08-04,0,31,31.5,30.7,3.35,58.35,17.88,NA,9.01,3553,36.22,22.9,175.5721697275123,7.915472819144185,3150.0414501096566,Lake Monona,43.06337,-89.36086
MO,2009-08-04,4,31.8,30.700000000000003,29.15,3.3,58.67,18.189999999999998,NA,8.875,3302,39.71,22.2,194.7001289612431,6.335850753062396,3408.182403083884,Lake Monona,43.06337,-89.36086
MO,2009-08-04,8,32.6,30.6,29.2,0.01,58.72,17.93,NA,8.47,3296,40.1,22,199.5608951779433,2.5445628887368374,3357.7427198224677,Lake Monona,43.06337,-89.36086
MO,2009-08-04,12,44.3,32.3,31.9,3.59,59.6,16.73,NA,7.71,3627,55.59,15.5,268.29130538618875,0.5097297775968966,4414.196591333247,Lake Monona,43.06337,-89.36086
MO,2009-08-04,20,43.1,30.3,30,3.62,60.59,15.68,NA,7.58,3754,53.91,14.3,255.63096338498949,0.34907493142348817,4201.267006061127,Lake Monona,43.06337,-89.36086
MO,2009-10-30,0,32.15,31.1,28.75,3.605,58.385,17.89,NA,8.129999999999999,3387.5,39.870000000000005,11.1,197.50541752079403,0.8776936900170843,3266.5668332437276,Lake Monona,43.06337,-89.36086
MO,2009-10-30,4,32.4,31.25,28.8,3.6,57.98,17.75,NA,8.14,3335,39.71,11.1,196.78467708386512,0.8948603012183719,3255.3371831251116,Lake Monona,43.06337,-89.36086
MO,2009-10-30,20,31.7,31,29,3.56,57.94,17.93,NA,7.94,3345,41.18,11.1,202.03164238246887,0.5796733810618757,3330.6554187549236,Lake Monona,43.06337,-89.36086
MO,2010-02-03,0,36.65,33.05,29.4,3.7300000000000004,58.36,19.54,NA,8.385,3905.5,49.835,2.2,248.03300443867505,1.509973300827102,4115.640532639648,Lake Monona,43.06337,-89.36086
MO,2010-02-03,8,36.3,32.5,29.7,3.74,60.15,19.83,NA,8.28,3659,39,2.6,193.6279564305618,0.9379984620648154,3204.877058911815,Lake Monona,43.06337,-89.36086
MO,2010-02-03,20,64,38.5,58.7,3.59,111.07,31.5,NA,7.6,5285,41.15,4,192.5482249100472,0.2040027211054524,3162.4847753964227,Lake Monona,43.06337,-89.36086
MO,2010-04-12,0,41.5,33.7,34.5,3.53,65.25,19.1,NA,9.02,3698,40.66,9,199.41917409209654,6.478779679983404,3486.982108644921,Lake Monona,43.06337,-89.36086
MO,2010-04-12,8,41.650000000000006,33.7,34.25,3.5149999999999997,65.035,19.43,NA,8.754999999999999,3618,43.015,8,213.6702202671669,3.6616125149730947,3625.2345907114404,Lake Monona,43.06337,-89.36086
MO,2010-08-04,0,25,28.8,26.5,3.04,54.95,16.8,NA,9.14,3004,31.64,27.6,150.2879936324989,10.054048947351244,2815.1335332224157,Lake Monona,43.06337,-89.36086
MO,2010-08-04,4,26.3,29.1,27.2,3.06,57.22,16.77,NA,8.89,3035,30.49,25.9,148.96708669844466,5.42113351282314,2630.490268597515,Lake Monona,43.06337,-89.36086
MO,2010-08-04,6,25.8,28.6,26.8,3.06,55.48,16.82,NA,8.67,3024,33.9,25.6,167.7140304716152,3.655612885992231,2875.429681160912,Lake Monona,43.06337,-89.36086
MO,2010-08-04,8,27.6,29.2,27.6,3.06,55.98,16.83,NA,8.08,3094,35.99,25,178.51098016328254,0.9880500604309311,2959.728197504868,Lake Monona,43.06337,-89.36086
MO,2010-08-04,12,38.85,30.924999999999997,31.4,3.435,63.855000000000004,16.85,NA,7.695,3633,47.355000000000004,13.7,227.79422309336238,0.3990268393996022,3746.764404257173,Lake Monona,43.06337,-89.36086
MO,2010-08-04,16,40,31.3,31.7,3.47,64,16.4,NA,7.64,3734,51.28,12.9,244.79847839717652,0.36983035873264114,4024.433110291583,Lake Monona,43.06337,-89.36086
MO,2010-08-04,20,40.9,31.4,32.5,3.56,63.92,15.5,NA,7.51,4070,49.81,12.8,233.03814573650914,0.26028643375775556,3827.9921416569564,Lake Monona,43.06337,-89.36086
MO,2010-11-02,4,31.5,30.1,26,3.145,54.585,17.21,NA,8.59,3387,38.68,11.8,192.5695582712938,2.5164128701112842,3241.1952851680385,Lake Monona,43.06337,-89.36086
MO,2011-05-17,0,36.849999999999994,30.025,31.45,3.12,64.535,18.705,NA,8.285,3734,43.915,12.3,218.51058941871867,1.4342110868410154,3629.6234089616073,Lake Monona,43.06337,-89.36086
MO,2011-05-17,8,37.5,30.5,31.9,3.13,64.34,18.67,NA,8.25,3623,44.25,12,220.01853152021357,1.3214160052546982,3650.507082480414,Lake Monona,43.06337,-89.36086
MO,2011-05-17,20,37,30.2,31.5,3.12,63.99,18.67,NA,8.22,3619,44.43,11.7,220.7463676556613,1.2271313428589834,3659.2361909468395,Lake Monona,43.06337,-89.36086
MO,2011-08-09,4,25.27,30.34,30.35,2.98,64.08,17.54,NA,8.7,3113,36.21,26.9,178.8259212143234,4.285347868945592,3079.4309716811717,Lake Monona,43.06337,-89.36086
MO,2011-08-09,6,24.8,29.92,29.99,3.04,63.9,17.73,NA,8.68,3096,40.13,26.8,198.36454636739697,4.530788470962371,3407.5210239614744,Lake Monona,43.06337,-89.36086
MO,2011-08-09,8,35.04,30.11,30.44,3.13,62.69,15.9,NA,7.65,3652,45.47,19.7,218.74766731894735,0.40083577604629544,3598.6573376891884,Lake Monona,43.06337,-89.36086
MO,2011-08-09,12,40.32,30.36,31.36,3.29,63.94,9.73,NA,7.44,4110,54.51,15.2,252.66605251942974,0.2558326712329443,4149.522570421613,Lake Monona,43.06337,-89.36086
MO,2011-08-09,16,41.845,30.235,30.89,3.23,64.39,7.074999999999999,NA,7.405,4296,55.25,14.4,253.9047416268257,0.23233167001880292,4169.019467137892,Lake Monona,43.06337,-89.36086
MO,2011-08-09,20,42.06,30.24,30.83,3.27,64.65,7.53,NA,7.42,4268,53.47,14.3,246.4659343784974,0.2328424207588669,4047.127222293099,Lake Monona,43.06337,-89.36086
MO,2012-04-18,0,38.54,33.81,33.88,3.23,68.18,19.52,NA,8.09,3604.5,41.56,11.1,205.54938114187826,0.8330673945980647,3396.8717454640173,Lake Monona,43.06337,-89.36086
MO,2012-08-07,0,24.63,33.73,36.99,3.21,68.9,18.14,NA,8.86,3195,34.69,26.7,169.77211936457778,5.8577127999336716,2985.937995759354,Lake Monona,43.06337,-89.36086
MO,2012-08-07,4,25.28,33.77,37.07,3.19,68.81,18.24,NA,8.77,4230,33.52,26.2,165.01974540178367,4.5827390934726875,2863.7469914499457,Lake Monona,43.06337,-89.36086
MO,2012-08-07,6,25.29,33.36,36.92,3.2,68.95,18.09,NA,8.63,2615,32.73,26,162.1394094437532,3.2490296918183446,2770.2202187620737,Lake Monona,43.06337,-89.36086
MO,2012-08-07,8,29.48,33.69,37.36,3.23,68.22,17.74,NA,7.9,3116,40.73,24.7,200.50179564707474,0.7287261402023207,3311.054005096652,Lake Monona,43.06337,-89.36086
MO,2012-08-07,12,39.14,32.28,33.675,3.295,67.595,11.895,NA,7.55,4274,54.129999999999995,15.7,255.95708762904178,0.33814634050674147,4206.253922666916,Lake Monona,43.06337,-89.36086
MO,2012-08-07,16,41.78,33.67,36.28,3.43,67.44,5.62,NA,7.53,4475,55.15,14.3,259.4775861343401,0.315794857659514,4263.178712786673,Lake Monona,43.06337,-89.36086
MO,2012-08-07,20,41.95,33.51,36.66,3.49,67.81,13.67,NA,7.6,4478,54.69,14.1,260.01730199875306,0.36985825926401816,4273.852666844211,Lake Monona,43.06337,-89.36086
MO,2012-11-01,0,29.645,31.17,30.049999999999997,2.67,52.175,13.024999999999999,NA,8.725000000000001,4724,42.26,10.2,209.91710334012063,3.5792392090619742,3561.1715288366795,Lake Monona,43.06337,-89.36086
MO,2012-11-01,4,29.85,31.38,30.02,2.65,68.14,16.78,NA,8.7,4850,35.99,10.2,178.88529802390465,2.879503085677879,3029.1862875124225,Lake Monona,43.06337,-89.36086
MO,2012-11-01,20,29.81,31.36,30.19,2.77,69.7,17.15,NA,8.66,4760,35.13,10.1,174.76639179965116,2.558371064475231,2950.835523543135,Lake Monona,43.06337,-89.36086
MO,2013-05-08,0,35.33,31.41,40.315,3.075,79.265,21.05,NA,8.955,4865,37.614999999999995,16.5,184.16817748013628,6.307721031238354,3233.157920485473,Lake Monona,43.06337,-89.36086
MO,2013-05-08,8,35.14,30.9,40.9,3.14,79.87,20.31,NA,8.45,4828,43.55,8.5,217.03437424666228,1.8702012461899913,3619.992335989398,Lake Monona,43.06337,-89.36086
MO,2013-05-08,20,35.47,30.97,40.78,3.12,79.95,20.56,NA,8.29,4940,41.61,7.9,206.92453087195275,1.2118427082480314,3432.111161196618,Lake Monona,43.06337,-89.36086
